Date,Open,High,Low,Close,Adj Close,Volume
2020-06-22,1309.800049,1385.000000,1295.949951,1355.349976,1353.862183,7633867
2020-06-23,1355.000000,1395.699951,1350.050049,1389.900024,1388.374390,4669825
2020-06-24,1392.000000,1398.000000,1336.949951,1343.900024,1342.424927,5332617
2020-06-25,1337.000000,1389.750000,1325.000000,1381.699951,1380.183228,9985038
2020-06-26,1380.000000,1382.949951,1326.949951,1340.099976,1338.628906,6694196
2020-06-29,1336.099976,1366.900024,1313.000000,1355.650024,1354.161987,3819681
2020-06-30,1364.900024,1372.900024,1345.050049,1360.449951,1358.956665,4777664
2020-07-01,1319.000000,1364.800049,1316.000000,1356.750000,1355.260742,8939585
2020-07-02,1358.150024,1371.900024,1342.300049,1352.000000,1350.515991,4992982
2020-07-03,1359.900024,1368.699951,1350.050049,1353.800049,1352.314087,2768103
2020-07-06,1370.000000,1381.250000,1361.000000,1367.900024,1366.398438,3248073
2020-07-07,1370.000000,1374.400024,1351.500000,1368.250000,1366.748169,3574288
2020-07-08,1368.000000,1378.849976,1348.000000,1352.750000,1351.265137,3383105
2020-07-09,1355.750000,1374.599976,1347.750000,1368.150024,1366.648193,3445915
2020-07-10,1363.400024,1375.000000,1345.550049,1349.349976,1347.868896,3017959
2020-07-13,1360.000000,1364.900024,1324.099976,1335.550049,1334.084106,3356697
2020-07-14,1328.800049,1331.400024,1293.300049,1298.300049,1296.874878,2914943
2020-07-15,1306.400024,1311.949951,1280.000000,1290.000000,1288.583984,4372543
2020-07-16,1288.599976,1327.900024,1267.000000,1322.650024,1321.198120,4204057
2020-07-17,1317.000000,1337.900024,1301.099976,1327.449951,1325.992920,4200163
2020-07-20,1330.000000,1336.699951,1309.000000,1319.050049,1317.602173,3481742
2020-07-21,1325.099976,1363.000000,1325.000000,1359.000000,1357.508179,4404245
2020-07-22,1365.000000,1366.349976,1330.949951,1342.349976,1340.876465,4172575
2020-07-23,1340.000000,1379.849976,1335.300049,1374.050049,1372.541748,4308719
2020-07-24,1360.000000,1365.000000,1341.599976,1350.000000,1348.518188,3112378
2020-07-27,1365.000000,1379.500000,1310.150024,1322.599976,1321.148193,7560839
2020-07-28,1330.099976,1401.800049,1319.400024,1384.050049,1382.530884,6751771
2020-07-29,1385.000000,1397.949951,1345.900024,1389.449951,1387.924805,4067790
2020-07-30,1395.099976,1424.699951,1376.000000,1385.000000,1383.479736,6097103
2020-07-31,1375.000000,1389.949951,1350.349976,1365.750000,1364.250854,3223070
2020-08-03,1356.000000,1356.000000,1300.099976,1308.550049,1307.113770,5241260
2020-08-04,1320.000000,1331.349976,1302.000000,1323.949951,1322.496704,4946596
2020-08-05,1332.000000,1353.000000,1322.000000,1334.199951,1332.735352,3475602
2020-08-06,1345.000000,1367.400024,1330.650024,1340.099976,1338.628906,3677830
2020-08-07,1341.500000,1347.800049,1323.250000,1342.500000,1341.026367,2807069
2020-08-10,1349.000000,1380.000000,1346.199951,1360.199951,1358.706909,2960056
2020-08-11,1373.000000,1385.000000,1357.150024,1364.599976,1363.102173,2502925
2020-08-12,1350.000000,1354.849976,1333.550049,1335.099976,1333.634521,3840190
2020-08-13,1341.900024,1358.500000,1333.949951,1336.250000,1334.783203,3331328
2020-08-14,1337.550049,1346.800049,1302.300049,1307.449951,1306.014771,3331502
2020-08-17,1320.099976,1333.550049,1312.199951,1327.550049,1326.092773,2831340
2020-08-18,1318.599976,1374.949951,1318.000000,1369.349976,1367.846802,4261949
2020-08-19,1372.349976,1380.900024,1349.949951,1355.599976,1354.111938,3396764
2020-08-20,1343.000000,1350.000000,1330.150024,1338.349976,1336.880859,2841389
2020-08-21,1342.000000,1352.000000,1331.050049,1339.400024,1337.929810,2485166
2020-08-24,1347.599976,1396.500000,1342.349976,1387.250000,1385.727295,6029138
2020-08-25,1392.000000,1405.000000,1380.550049,1400.099976,1398.563110,4562237
2020-08-26,1410.000000,1441.650024,1403.199951,1436.699951,1435.122803,5718648
2020-08-27,1441.000000,1445.849976,1411.550049,1420.000000,1418.441284,4283571
2020-08-28,1410.000000,1474.000000,1401.000000,1467.099976,1465.489624,10645702
2020-08-31,1488.000000,1501.500000,1374.000000,1401.349976,1399.811768,6973753
2020-09-01,1419.849976,1442.000000,1386.099976,1430.650024,1429.079590,4258214
2020-09-02,1425.000000,1437.500000,1407.150024,1423.500000,1421.937378,3325250
2020-09-03,1433.800049,1437.000000,1390.000000,1396.699951,1395.166748,2395149
2020-09-04,1380.000000,1394.699951,1354.000000,1380.050049,1378.535278,4101756
2020-09-07,1379.000000,1379.000000,1356.400024,1368.750000,1367.247559,2321547
2020-09-08,1371.900024,1372.150024,1347.699951,1350.699951,1349.217285,2823869
2020-09-09,1343.000000,1350.250000,1313.099976,1326.150024,1324.694336,3443401
2020-09-10,1330.000000,1343.050049,1315.099976,1319.500000,1318.051636,3289948
2020-09-11,1317.000000,1336.199951,1311.000000,1330.349976,1328.889648,3500314
2020-09-14,1337.000000,1347.949951,1300.000000,1304.699951,1303.267822,3891113
2020-09-15,1308.099976,1328.849976,1289.000000,1323.949951,1322.496704,5029913
2020-09-16,1324.000000,1332.000000,1300.550049,1325.400024,1323.945190,3285887
2020-09-17,1315.000000,1326.599976,1301.199951,1305.099976,1303.667480,3308991
2020-09-18,1313.099976,1314.000000,1262.500000,1277.099976,1275.698120,6529137
2020-09-21,1276.000000,1319.449951,1273.150024,1287.849976,1286.436401,6859791
2020-09-22,1288.050049,1301.500000,1261.699951,1270.550049,1269.155396,4238325
2020-09-23,1280.050049,1287.449951,1265.150024,1275.400024,1274.000000,2835349
2020-09-24,1267.000000,1284.900024,1236.000000,1246.099976,1244.732056,5616125
2020-09-25,1255.050049,1258.400024,1230.599976,1253.050049,1251.674561,3639974
2020-09-28,1258.000000,1283.949951,1253.650024,1278.699951,1277.296387,1892099
2020-09-29,1286.800049,1292.900024,1259.099976,1263.250000,1261.863403,2349470
2020-09-30,1263.250000,1276.949951,1252.000000,1268.199951,1266.807983,2950616
2020-10-01,1280.000000,1309.800049,1278.900024,1305.050049,1303.617554,3162391
2020-10-05,1310.000000,1333.699951,1308.599976,1314.599976,1313.156982,3860008
2020-10-06,1325.000000,1342.000000,1311.050049,1338.250000,1336.781006,2632531
2020-10-07,1339.900024,1340.000000,1321.849976,1324.699951,1323.245850,2834670
2020-10-08,1326.500000,1341.250000,1311.250000,1320.099976,1318.651001,5171253
2020-10-09,1323.000000,1338.250000,1305.599976,1319.849976,1318.401245,5312676
2020-10-12,1328.000000,1358.199951,1307.500000,1312.900024,1311.458862,5175139
2020-10-13,1319.650024,1349.699951,1307.199951,1344.949951,1343.473633,4872149
2020-10-14,1335.250000,1358.000000,1324.150024,1353.349976,1351.864380,3358021
2020-10-15,1353.349976,1365.949951,1301.250000,1309.550049,1308.112549,3496474
2020-10-16,1308.500000,1343.300049,1308.500000,1336.550049,1335.083008,2358029
2020-10-19,1350.000000,1380.000000,1333.500000,1376.699951,1375.188721,3970716
2020-10-20,1371.699951,1386.000000,1355.500000,1368.800049,1367.297607,3228111
2020-10-21,1375.000000,1400.000000,1358.650024,1393.300049,1391.770630,4280446
2020-10-22,1388.000000,1405.000000,1377.550049,1393.050049,1391.520874,3610092
2020-10-23,1400.000000,1407.699951,1378.250000,1383.050049,1381.531982,2385851
2020-10-26,1399.000000,1429.000000,1347.349976,1416.900024,1415.344727,8022388
2020-10-27,1452.500000,1602.000000,1452.500000,1587.650024,1585.907349,33166880
2020-10-28,1575.000000,1575.000000,1541.000000,1551.349976,1549.647095,7244983
2020-10-29,1532.000000,1588.800049,1525.000000,1570.900024,1569.175659,7286029
2020-10-30,1574.000000,1574.650024,1518.599976,1547.400024,1545.701416,4201984
2020-11-02,1555.000000,1604.800049,1534.800049,1580.699951,1578.964844,5712460
2020-11-03,1581.000000,1601.500000,1570.199951,1593.599976,1591.850830,5260618
2020-11-04,1589.000000,1635.800049,1578.000000,1630.699951,1628.910034,5088061
2020-11-05,1643.000000,1680.000000,1632.050049,1675.449951,1673.610840,6074505
2020-11-06,1660.000000,1725.000000,1650.000000,1718.050049,1716.164185,5957659
2020-11-09,1730.000000,1751.800049,1700.300049,1728.150024,1726.253052,5210211
2020-11-10,1731.000000,1794.449951,1725.449951,1752.949951,1751.025879,8003823
2020-11-11,1774.000000,1818.449951,1760.000000,1807.849976,1805.865479,10534339
2020-11-12,1799.000000,1799.000000,1748.449951,1754.750000,1752.823853,6775199
2020-11-13,1749.900024,1774.800049,1720.349976,1763.300049,1761.364624,6264556
2020-11-14,1773.949951,1775.000000,1764.900024,1770.550049,1768.606567,310853
2020-11-17,1771.800049,1802.000000,1764.500000,1796.650024,1794.677856,5826745
2020-11-18,1791.500000,1849.800049,1784.150024,1830.599976,1828.590576,6175248
2020-11-19,1819.000000,1860.699951,1816.050049,1826.349976,1824.345215,8717768
2020-11-20,1820.000000,1899.000000,1812.099976,1889.400024,1887.326050,9116266
2020-11-23,1892.400024,1905.300049,1871.150024,1897.849976,1895.766724,10443439
2020-11-24,1896.000000,1948.400024,1890.849976,1924.900024,1922.787109,8949886
2020-11-25,1939.000000,1939.000000,1853.099976,1862.449951,1860.405518,6837169
2020-11-26,1875.000000,1900.050049,1850.050049,1889.099976,1887.026367,6864571
2020-11-27,1895.000000,1925.150024,1846.949951,1907.099976,1905.006592,78702124
2020-12-01,1930.000000,1930.000000,1864.550049,1875.849976,1873.790894,7955798
2020-12-02,1880.000000,1883.650024,1809.000000,1814.199951,1812.208618,7458011
2020-12-03,1836.000000,1844.000000,1811.699951,1821.000000,1819.001099,4462528
2020-12-04,1828.000000,1857.000000,1802.400024,1846.250000,1844.223389,3989431
2020-12-07,1849.449951,1856.000000,1805.000000,1820.550049,1818.551636,6032173
2020-12-08,1832.300049,1839.000000,1817.250000,1833.800049,1831.787109,3953436
2020-12-09,1836.099976,1889.000000,1836.099976,1883.550049,1881.482544,4370644
2020-12-10,1900.000000,1919.900024,1859.849976,1903.300049,1901.210815,4695216
2020-12-11,1893.500000,1928.699951,1893.500000,1920.400024,1918.292114,5466598
2020-12-14,1934.000000,1946.900024,1899.000000,1939.349976,1937.221191,3456971
2020-12-15,1948.000000,1958.000000,1919.300049,1951.150024,1949.008301,4141898
2020-12-16,1965.000000,1965.000000,1936.550049,1952.550049,1950.406738,2764698
2020-12-17,1965.000000,1969.000000,1942.550049,1965.449951,1963.292603,3460370
2020-12-18,1963.800049,1963.800049,1921.349976,1949.349976,1947.210205,3371676
2020-12-21,1935.000000,1959.000000,1907.599976,1920.849976,1918.741455,3941511
2020-12-22,1930.000000,1930.250000,1886.099976,1902.949951,1900.861206,5073744
2020-12-23,1901.000000,1924.800049,1892.500000,1920.750000,1918.641602,2340819
2020-12-24,1918.000000,1978.000000,1917.000000,1960.599976,1958.447876,3337164
2020-12-28,1963.000000,1996.099976,1962.099976,1988.900024,1986.716797,2743069
2020-12-29,1983.000000,2017.000000,1983.000000,1999.300049,1997.105469,3152865
2020-12-30,2003.199951,2027.000000,1999.000000,2017.949951,2015.734863,2657431
2020-12-31,2016.699951,2018.750000,1987.000000,1995.599976,1993.409424,2794829
2021-01-01,1996.900024,2007.949951,1990.699951,1994.050049,1991.861206,1106099
2021-01-04,2004.000000,2005.949951,1955.000000,1965.550049,1963.392456,3141429
2021-01-05,1959.500000,1964.400024,1935.000000,1959.750000,1957.598877,3263230
2021-01-06,1973.900024,1979.000000,1948.400024,1970.400024,1968.237183,3452515
2021-01-07,1984.000000,1984.000000,1947.500000,1952.400024,1950.256958,3419317
2021-01-08,1972.000000,1976.000000,1946.250000,1970.699951,1968.536743,3262897
2021-01-11,1960.000000,1966.900024,1935.400024,1938.150024,1936.022583,2995521
2021-01-12,1929.800049,1930.099976,1895.849976,1903.449951,1901.360596,6035580
2021-01-13,1911.000000,1911.000000,1877.000000,1882.099976,1880.034058,5583130
2021-01-14,1892.000000,1905.000000,1871.050049,1892.650024,1890.572510,4803638
2021-01-15,1894.199951,1904.000000,1854.050049,1863.900024,1861.854126,2715164
2021-01-18,1870.500000,1872.250000,1838.849976,1846.949951,1844.922485,5004628
2021-01-19,1856.099976,1892.000000,1845.250000,1887.000000,1884.928711,4805514
2021-01-20,1890.000000,1890.000000,1869.449951,1883.599976,1881.532349,3041448
2021-01-21,1900.000000,1904.900024,1845.750000,1857.800049,1855.760742,5668862
2021-01-22,1850.000000,1875.000000,1824.500000,1828.000000,1825.993530,4298175
2021-01-25,1845.000000,1867.400024,1775.000000,1794.400024,1792.430298,6610138
2021-01-27,1798.000000,1823.449951,1746.349976,1764.699951,1762.762939,7892319
2021-01-28,1731.000000,1764.449951,1701.000000,1722.849976,1720.958862,6035924
2021-01-29,1749.849976,1749.849976,1704.000000,1712.949951,1711.069702,5140687
2021-02-01,1730.000000,1809.800049,1696.050049,1801.500000,1799.522461,4829210
2021-02-02,1830.000000,1879.099976,1800.050049,1861.300049,1859.256958,5871337
2021-02-03,1870.000000,1883.150024,1820.000000,1852.199951,1850.166870,4289395
2021-02-04,1839.000000,1915.000000,1831.000000,1910.400024,1908.302979,9641674
2021-02-05,1915.000000,1998.500000,1913.150024,1982.699951,1980.523682,16268336
2021-02-08,2000.000000,2030.000000,1951.500000,1957.150024,1955.001709,4021475
2021-02-09,1960.000000,1975.000000,1937.849976,1949.150024,1947.010498,2230923
2021-02-10,1950.000000,1962.900024,1937.000000,1952.050049,1949.907349,2860941
2021-02-11,1949.199951,1984.750000,1941.250000,1961.000000,1958.847534,2246777
2021-02-12,1960.000000,1975.000000,1946.000000,1951.050049,1948.908447,1690753
2021-02-15,1960.000000,1999.000000,1957.000000,1985.949951,1983.770020,2930435
2021-02-16,2000.000000,2049.000000,1998.000000,2019.650024,2017.433105,5480183
2021-02-17,2015.099976,2023.500000,1969.150024,1989.449951,1987.266113,4395224
2021-02-18,1979.150024,1984.849976,1938.099976,1945.449951,1943.314453,3538208
2021-02-19,1942.250000,1969.849976,1925.099976,1938.750000,1936.621826,2735683
2021-02-22,1938.750000,1962.050049,1921.599976,1949.599976,1947.459961,3853276
2021-02-23,1965.000000,1965.000000,1866.000000,1872.949951,1870.894043,5572402
2021-02-24,1889.099976,1924.000000,1852.050049,1911.199951,1909.102051,3821416
2021-02-25,1927.000000,1965.199951,1887.550049,1895.500000,1893.419312,5622516
2021-02-26,1869.000000,1869.000000,1773.000000,1780.349976,1778.395752,8400096
2021-03-01,1811.000000,1854.900024,1801.400024,1845.400024,1843.374390,3260044
2021-03-02,1845.000000,1868.400024,1820.099976,1844.650024,1842.625244,3837149
2021-03-03,1855.000000,1908.750000,1851.199951,1899.500000,1897.415039,2875618
2021-03-04,1863.900024,1910.400024,1850.000000,1897.699951,1895.616821,4022514
2021-03-05,1875.500000,1928.300049,1868.000000,1922.500000,1920.389648,5407986
2021-03-08,1920.000000,1947.849976,1893.300049,1915.849976,1913.746948,4698010
2021-03-09,1917.800049,1991.000000,1917.800049,1978.949951,1976.777710,7918345
2021-03-10,1983.250000,1999.349976,1957.199951,1963.949951,1961.794189,2761470
2021-03-12,1979.000000,1980.000000,1912.000000,1935.150024,1933.025879,2620265
2021-03-15,1944.000000,1944.000000,1893.099976,1918.650024,1916.543945,2643553
2021-03-16,1925.099976,1941.699951,1900.000000,1903.199951,1901.110840,2769224
2021-03-17,1903.199951,1917.699951,1861.000000,1868.349976,1866.299072,2694994
2021-03-18,1881.000000,1892.900024,1825.099976,1830.400024,1828.390869,2197575
2021-03-19,1818.449951,1872.000000,1814.050049,1834.150024,1832.136597,4803016
2021-03-22,1833.000000,1849.949951,1805.000000,1822.650024,1820.649292,2434097
2021-03-23,1844.000000,1844.000000,1798.849976,1812.650024,1810.660278,4250856
2021-03-24,1800.000000,1805.000000,1773.349976,1782.449951,1780.493408,3046161
2021-03-25,1792.900024,1798.800049,1745.000000,1762.900024,1760.964844,4113013
2021-03-26,1785.000000,1792.400024,1762.750000,1771.050049,1769.105957,3310757
2021-03-30,1782.099976,1801.949951,1775.000000,1781.250000,1779.294800,5575524
2021-03-31,1778.800049,1779.000000,1742.599976,1753.000000,1751.075684,3798383
2021-04-01,1770.000000,1813.250000,1750.650024,1804.550049,1802.569214,3802652
2021-04-05,1786.099976,1799.599976,1734.400024,1759.199951,1757.268921,2448241
2021-04-06,1776.000000,1781.449951,1728.699951,1768.300049,1766.359009,2873045
2021-04-07,1766.050049,1810.699951,1745.599976,1792.000000,1790.032959,3158142
2021-04-08,1796.000000,1823.699951,1778.699951,1783.250000,1781.292480,2890290
2021-04-09,1770.000000,1806.449951,1744.099976,1799.250000,1797.274902,3139384
2021-04-12,1757.250000,1768.000000,1723.300049,1742.500000,1740.587280,3328336
2021-04-13,1745.800049,1786.050049,1723.449951,1775.849976,1773.900757,3118742
2021-04-15,1800.000000,1809.500000,1752.599976,1773.250000,1771.303589,3546886
2021-04-16,1774.000000,1788.150024,1760.050049,1764.099976,1762.163574,2912279
2021-04-19,1720.000000,1720.000000,1675.000000,1700.750000,1698.883179,3865423
2021-04-20,1725.000000,1733.599976,1684.349976,1697.699951,1695.836426,3317008
2021-04-22,1689.750000,1739.750000,1669.199951,1736.050049,1734.144409,3590444
2021-04-23,1733.900024,1756.349976,1720.250000,1734.199951,1732.296387,1893450
2021-04-26,1740.000000,1783.000000,1733.300049,1759.650024,1757.718384,3253062
2021-04-27,1750.000000,1762.599976,1724.550049,1750.300049,1748.378784,4533360
2021-04-28,1762.500000,1824.000000,1754.000000,1811.449951,1809.461548,4174599
2021-04-29,1825.099976,1845.449951,1780.550049,1805.000000,1803.018677,3960095
2021-04-30,1780.000000,1802.000000,1739.449951,1748.800049,1746.880493,2621783
2021-05-03,1735.000000,1759.000000,1685.000000,1725.449951,1723.555908,5593869
2021-05-04,1751.000000,1764.000000,1725.300049,1732.650024,1730.748169,4255151
2021-05-05,1741.000000,1778.000000,1721.900024,1770.750000,1768.806274,2411643
2021-05-06,1781.699951,1793.699951,1763.199951,1788.250000,1786.287109,2380255
2021-05-07,1796.000000,1813.000000,1773.500000,1780.349976,1778.395752,1610730
2021-05-10,1809.000000,1813.250000,1790.599976,1809.349976,1807.363892,1332490
2021-05-11,1776.599976,1794.400024,1753.250000,1755.449951,1753.522949,2955976
2021-05-12,1754.000000,1754.000000,1715.550049,1718.849976,1716.963135,3181830
2021-05-14,1728.900024,1728.900024,1701.099976,1706.650024,1704.776733,2937892
2021-05-17,1717.000000,1755.000000,1710.000000,1744.150024,1742.235474,4211441
2021-05-18,1768.000000,1770.949951,1750.099976,1755.099976,1753.173462,4658414
2021-05-19,1747.949951,1750.349976,1727.449951,1730.550049,1728.650513,2372042
2021-05-20,1732.000000,1737.000000,1705.099976,1708.199951,1706.324951,2598038
2021-05-21,1715.500000,1764.449951,1715.500000,1757.650024,1755.720703,4293112
2021-05-24,1763.650024,1778.900024,1742.000000,1757.000000,1755.071411,3613907
2021-05-25,1770.400024,1773.900024,1738.000000,1750.500000,1748.578613,2201625
2021-05-26,1760.050049,1761.800049,1736.900024,1740.650024,1738.739380,2845100
2021-05-27,1740.000000,1783.449951,1725.699951,1777.250000,1775.299194,5339988
2021-05-28,1786.000000,1813.000000,1778.250000,1800.750000,1798.773315,3247009
2021-05-31,1799.000000,1811.800049,1785.000000,1807.699951,1805.715698,2310809
2021-06-01,1815.000000,1824.000000,1788.000000,1797.000000,1795.027588,2289816
2021-06-02,1793.000000,1793.000000,1770.000000,1783.099976,1781.142700,3098849
2021-06-03,1790.000000,1827.949951,1790.000000,1814.199951,1812.208618,3444131
2021-06-04,1820.000000,1820.949951,1797.000000,1811.199951,1809.211914,1508706
2021-06-07,1825.000000,1825.000000,1807.000000,1814.900024,1812.907837,1096139
2021-06-08,1815.000000,1816.500000,1787.849976,1793.550049,1791.581299,1331031
2021-06-09,1789.900024,1812.000000,1775.000000,1782.900024,1780.942993,2037714
2021-06-10,1787.699951,1803.000000,1776.000000,1799.550049,1797.574707,1854489
2021-06-11,1809.000000,1810.000000,1788.000000,1794.349976,1792.380371,1621928
2021-06-14,1789.900024,1789.900024,1759.500000,1768.050049,1766.109253,2543002
2021-06-15,1775.800049,1784.150024,1766.000000,1770.900024,1768.956177,1735824
2021-06-16,1770.849976,1780.949951,1753.000000,1760.599976,1758.667480,2845543
2021-06-17,1747.250000,1771.800049,1736.000000,1766.050049,1764.111450,2578242
2021-06-18,1774.949951,1776.650024,1733.250000,1760.449951,1758.517578,2678789
2021-06-21,1740.000000,1777.199951,1731.300049,1772.050049,1770.104858,1279321
2021-06-22,1780.000000,1785.000000,1754.000000,1757.099976,1755.171265,1571743
2021-06-23,1764.000000,1764.000000,1727.250000,1736.699951,1734.793701,7602349
2021-06-24,1735.000000,1742.900024,1727.199951,1737.900024,1735.992432,3595393
2021-06-25,1735.000000,1754.000000,1720.900024,1735.000000,1733.095581,9577645
2021-06-28,1735.000000,1748.000000,1722.199951,1733.050049,1731.147827,3500507
2021-06-29,1737.800049,1738.000000,1702.000000,1705.849976,1703.977539,10394662
2021-06-30,1705.849976,1743.500000,1698.449951,1705.849976,1703.977539,8822099
2021-07-01,1709.900024,1725.199951,1706.150024,1716.099976,1714.216187,2988386
2021-07-02,1727.000000,1728.000000,1710.000000,1715.150024,1713.267334,2242551
2021-07-05,1727.000000,1739.800049,1721.500000,1731.099976,1729.199707,1887671
2021-07-06,1729.000000,1760.000000,1727.000000,1755.349976,1753.423218,3692222
2021-07-07,1756.000000,1768.500000,1743.150024,1761.800049,1759.866211,2726182
2021-07-08,1758.000000,1763.000000,1725.000000,1732.300049,1730.398560,2208015
2021-07-09,1729.000000,1730.000000,1714.949951,1720.050049,1718.161987,1698166
2021-07-12,1732.000000,1743.000000,1725.150024,1731.949951,1730.048828,1737065
2021-07-13,1743.000000,1752.500000,1723.599976,1747.150024,1745.232178,2066639
2021-07-14,1740.000000,1757.949951,1735.599976,1748.150024,1746.231079,2158984
2021-07-15,1757.000000,1757.000000,1740.000000,1750.050049,1748.129028,1950556
2021-07-16,1755.500000,1762.000000,1740.000000,1749.500000,1747.579590,1838050
2021-07-19,1733.900024,1740.000000,1712.000000,1722.800049,1720.908936,2146337
2021-07-20,1722.800049,1723.800049,1696.000000,1702.650024,1700.781006,2143859
2021-07-22,1706.550049,1721.949951,1703.150024,1707.199951,1705.326050,1858253
2021-07-23,1710.000000,1727.300049,1694.150024,1722.949951,1721.058716,1995800
2021-07-26,1711.599976,1750.000000,1673.349976,1740.599976,1738.689331,3939095
2021-07-27,1752.000000,1753.000000,1693.849976,1697.949951,1696.086060,4301131
2021-07-28,1705.000000,1705.800049,1646.000000,1652.849976,1651.035767,5052755
2021-07-29,1664.000000,1664.000000,1635.099976,1641.650024,1639.848022,2994265
2021-07-30,1641.650024,1669.900024,1626.000000,1654.800049,1652.983643,3222001
2021-08-02,1665.000000,1677.300049,1657.500000,1665.099976,1663.272217,2590976
2021-08-03,1665.000000,1689.250000,1665.000000,1685.650024,1683.799683,3230140
2021-08-04,1698.699951,1753.250000,1685.000000,1749.949951,1748.029053,7004160
2021-08-05,1761.699951,1793.000000,1752.550049,1771.750000,1769.805176,6052092
2021-08-06,1769.000000,1784.699951,1756.150024,1777.199951,1775.249146,3640469
2021-08-09,1777.199951,1789.599976,1762.099976,1780.900024,1778.945190,1596886
2021-08-10,1785.000000,1824.900024,1779.300049,1813.250000,1811.259521,4594848
2021-08-11,1820.000000,1820.000000,1762.150024,1780.599976,1779.528687,3101903
2021-08-12,1775.099976,1791.000000,1762.000000,1787.699951,1786.624390,1641690
